mode,category,sub_category,challenge,requirement,tier1_complete,tier2_complete,tier3_complete,tier4_complete,tier5_complete,completed,tier1_target,tier2_target,tier3_target,tier4_target,tier5_target,counts_for_100_percent,display_as_extra
Warzone,Prestige,Survival Instincts Prestige 3,Fieldwork,Deploy 5 Field Upgrades,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,5.0,,,TRUE,FALSE
Warzone,Prestige,Survival Instincts Prestige 3,Pingathon,Live Ping 2 enemies in a single match 1 time,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,1.0,,,TRUE,FALSE
Warzone,Prestige,Combat Enthusiast Prestige 4,Locked in,Get 2 Eliminations with Assault Rifles without reloading 2 times,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,2.0,,,TRUE,FALSE
Warzone,Prestige,Combat Enthusiast Prestige 4,Me Like Big Gun,Get 10 Eliminations with LMGs,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,3.0,5.0,10.0,TRUE,FALSE
Warzone,Prestige,Combat Enthusiast Prestige 4,Road Rage,Get 5 Eliminations while riding in Vehicles,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,5.0,,,TRUE,FALSE
Warzone,Prestige,Combat Enthusiast Prestige 4,Ping and Pop,Get 5 Eliminations on pinged enemies,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,1.0,3.0,5.0,TRUE,FALSE
Warzone,Prestige,Combat Enthusiast Prestige 4,Insult and Injury,Get 10 Eliminations with Enemy Custom Weapons,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,3.0,5.0,10.0,TRUE,FALSE
Warzone,Prestige,Combat Enthusiast Prestige 4,Head to Head,Get 2 Headshots in a single match 3 times,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,3.0,,,TRUE,FALSE
Warzone,Prestige,Mission Completion Prestige 5,Data Scientist,Complete 10 Recon Contracts,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,1.0,5.0,10.0,TRUE,FALSE
Warzone,Prestige,Mission Completion Prestige 5,Target Eliminator,Complete 10 Bounty Contracts,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,1.0,5.0,10.0,TRUE,FALSE
Warzone,Prestige,Mission Completion Prestige 5,The Bigger Fish,Complete 5 Big Game Bounty Contracts,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,1.0,3.0,5.0,TRUE,FALSE
Warzone,Prestige,Mission Completion Prestige 5,Go Go Go,Complete 10 Supply Run Contracts,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,1.0,5.0,10.0,TRUE,FALSE
Warzone,Prestige,Mission Completion Prestige 5,Vulture,Complete 10 Scavenger Contracts,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,1.0,5.0,10.0,TRUE,FALSE
Warzone,Prestige,Mission Completion Prestige 5,Marked for Death,Complete 5 Most Wanted Contracts,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,1.0,3.0,5.0,TRUE,FALSE
Warzone,Prestige,Strategic Warfare Prestige 6,Eagle Eye,Activate 5 UAV Killstreaks,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,5.0,,,TRUE,FALSE
Warzone,Prestige,Strategic Warfare Prestige 6,Bomb Drop,Activate 5 Cluster Strike Killstreaks,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,5.0,,,TRUE,FALSE
Warzone,Prestige,Strategic Warfare Prestige 6,Air Support,Activate 5 Precision Air Strike Killstreaks,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,5.0,,,TRUE,FALSE
Warzone,Prestige,Strategic Warfare Prestige 6,Self Care,Activate 3 Care Package Kill Streaks,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,3.0,,,TRUE,FALSE
Warzone,Prestige,Strategic Warfare Prestige 6,Gold Digger,Get 3 Kills with Killstreaks,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,3.0,,,TRUE,FALSE
Warzone,Prestige,Strategic Warfare Prestige 6,Renovator,Activate 2 Bunker Buster Killstreaks,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,2.0,,,TRUE,FALSE
Warzone,Prestige,Lethal Hand Prestige 7,Primed,Get 5 Kills with Frag Grenades,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,1.0,3.0,5.0,TRUE,FALSE
Warzone,Prestige,Lethal Hand Prestige 7,Claw Through,Get 3 Kills with Lethals,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,1.0,2.0,3.0,TRUE,FALSE
Warzone,Prestige,Lethal Hand Prestige 7,Axe Chucker,Get 5 Kills with Combat Axes,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,1.0,3.0,5.0,TRUE,FALSE
Warzone,Prestige,Lethal Hand Prestige 7,Effortless,Get 3 Kills with C4,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,1.0,2.0,3.0,TRUE,FALSE
Warzone,Prestige,Lethal Hand Prestige 7,Burning Desire,Get 5 Kills with Molotovs,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,1.0,3.0,5.0,TRUE,FALSE
Warzone,Prestige,Lethal Hand Prestige 7,Clingy,Get 5 Kills with Semtex,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,1.0,3.0,5.0,TRUE,FALSE
Warzone,Prestige,Winner Winner Prestige 8,Built to Win,Purchase 10 Loadout Drops,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,1.0,5.0,10.0,TRUE,FALSE
Warzone,Prestige,Winner Winner Prestige 8,Finders Killers,Get 3 Eliminations with Enemy Weapons without dying,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,1.0,,,TRUE,FALSE
Warzone,Prestige,Winner Winner Prestige 8,Top of Class,Earn 3 Top 5 Placements,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,3.0,,,TRUE,FALSE
Warzone,Prestige,Winner Winner Prestige 8,Heads Up,Get 3 Headshots with Sniper Rifles in a single match,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,1.0,,,TRUE,FALSE
Warzone,Prestige,Winner Winner Prestige 8,Loot and Scoot,Open 3 Legendary Supply Crates without dying,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,1.0,,,TRUE,FALSE
Warzone,Prestige,Winner Winner Prestige 8,Lobby Clearer,Wipe 5 Squads,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,1.0,3.0,5.0,TRUE,FALSE
Warzone,Prestige,Headhole Prestige 9,Headshot Hotshot,Get 5 Eliminations with Assault Rifles,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,1.0,3.0,5.0,TRUE,FALSE
Warzone,Prestige,Headhole Prestige 9,Fragger Fiend,Get 5 Headshots with SMGs,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,1.0,3.0,5.0,TRUE,FALSE
Warzone,Prestige,Headhole Prestige 9,Perfect Perforator,Get 5 Headshots with Marksman Rifles,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,1.0,3.0,5.0,TRUE,FALSE
Warzone,Prestige,Headhole Prestige 9,Sniper Sage,Get 5 Headshots with Sniper Rifles,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,1.0,3.0,5.0,TRUE,FALSE
Warzone,Prestige,Headhole Prestige 9,Noggin Knocker,Get 5 Headshots with LMGs,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,1.0,3.0,5.0,TRUE,FALSE
Warzone,Prestige,Headhole Prestige 9,Dome Dinger,Get 3 Headshots with Pistols,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,1.0,2.0,3.0,TRUE,FALSE
Warzone,Prestige,Gladiator Prestige 10,Flex,Get 10 Eliminations with Melee Weapons,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,1.0,5.0,10.0,TRUE,FALSE
Warzone,Prestige,Gladiator Prestige 10,Brutal,Get 10 Eliminations with Shotguns,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,1.0,5.0,10.0,TRUE,FALSE
Warzone,Prestige,Gladiator Prestige 10,Master of Arms,Get 6 Headshots in a single match 10 times,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,1.0,5.0,10.0,TRUE,FALSE
Warzone,Prestige,Gladiator Prestige 10,Know Your Enemy,Get 4 Eliminations with Enemy Weapons in a single match 3 times,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,3.0,,,TRUE,FALSE
Warzone,Prestige,Gladiator Prestige 10,Keep it Tight,Get 2 Eliminations using hipfire in a single match 5 times,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,5.0,,,TRUE,FALSE
Warzone,Prestige,Gladiator Prestige 10,The Most Dangerous Game,Complete 2 Big Game Bounty Contracts in a single match,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,1.0,,,TRUE,FALSE
Warzone,Prestige,Ultimate Threat Prestige Master,Terminator,Get 3 Eliminations without dying 20 times,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,5.0,10.0,20.0,TRUE,FALSE
Warzone,Prestige,Ultimate Threat Prestige Master,Make it Stick,Get 5 Kills with grenade sticks,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,,1.0,3.0,5.0,TRUE,FALSE
Warzone,Prestige,Ultimate Threat Prestige Master,Game Ender,Win 10 Matches,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,1.0,5.0,10.0,TRUE,FALSE
Warzone,Prestige,Ultimate Threat Prestige Master,Killer Spotlight,Get 10 Eliminations while being a Most Wanted target,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,1.0,5.0,10.0,TRUE,FALSE
Warzone,Prestige,Ultimate Threat Prestige Master,Gambit Runner,Complete 2 Big Game Bounty Contracts without dying 10 times,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,1.0,5.0,10.0,TRUE,FALSE
Warzone,Prestige,Ultimate Threat Prestige Master,Performer,Get 5 Eliminations in a single match 15 times,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,5.0,10.0,15.0,TRUE,FALSE
Warzone,Dark Ops,Ultimate Threat Prestige Master,Blind Lead,Get an Elimination using hipfire with a Sniper Rifle,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,TRUE,FALSE
Warzone,Dark Ops,Ultimate Threat Prestige Master,Holstered,Get 5 Eliminations with Pistols in a single match,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,TRUE,FALSE
Warzone,Dark Ops,Ultimate Threat Prestige Master,Boom Boom,Get 5 Eliminations with Launchers in a single match,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,TRUE,FALSE
Warzone,Dark Ops,Ultimate Threat Prestige Master,Chop Chop,Get 1 Elimination while riding helicopters,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,TRUE,FALSE
Warzone,Dark Ops,Ultimate Threat Prestige Master,Repeat Exploder,Get 3 Eliminations by sticking an enemy with a grenade in a single match,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,TRUE,FALSE
Warzone,Dark Ops,Ultimate Threat Prestige Master,Make it Stick,Get an Elimination on a Most Wanted Contract Target with a grenade stick,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,TRUE
Warzone,Dark Ops,Ultimate Threat Prestige Master,Last Cap Standing,Complete 5 Recon Contracts in a single match,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,TRUE,FALSE
Warzone,Dark Ops,Ultimate Threat Prestige Master,Next,Complete 5 Bounty Contracts in a single match,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,TRUE,FALSE
Warzone,Dark Ops,Ultimate Threat Prestige Master,Humbled,Complete 3 Big Game Bounty Contracts in a single match,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,TRUE,FALSE
Warzone,Dark Ops,Ultimate Threat Prestige Master,Gotta Run,Complete 5 Supply Run Contracts in a single match,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,TRUE
Warzone,Dark Ops,Ultimate Threat Prestige Master,All Mine,Complete 5 Scavenger Contracts in a single match,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,TRUE
Warzone,Dark Ops,Ultimate Threat Prestige Master,Ascendance,Win 1 Match without dying,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,TRUE,FALSE
Warzone,Dark Ops,Ultimate Threat Prestige Master,Flawless Feed,Get 4 Eliminations with Guns without reloading in a single match,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,TRUE,FALSE
Warzone,Dark Ops,Ultimate Threat Prestige Master,One Round Crowns,Get 100 Headshots,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,TRUE,FALSE
Warzone,Dark Ops,Ultimate Threat Prestige Master,Backlog,Complete 7 Contracts in a single match,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,TRUE,FALSE
Warzone,Dark Ops,Ultimate Threat Prestige Master,Sliced,Get 5 Eliminations with Melee Weapons in a single match,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,TRUE,FALSE
Warzone,Dark Ops,Ultimate Threat Prestige Master,The Cleaner,Wipe 50 Squads,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,TRUE,FALSE
Warzone,Dark Ops,Ultimate Threat Prestige Master,Deleted,Get 20 Eliminations in a single match,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,TRUE,FALSE
Warzone,Dark Ops,Ultimate Threat Prestige Master,Ground War,Get 100 Eliminations with Ground Loot Weapons,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,TRUE,FALSE
Warzone,Dark Ops,Ultimate Threat Prestige Master,Efficient Execution,Get 5 One-Shot Eliminations with Sniper Rifles in a single match,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,TRUE,FALSE
Warzone,Dark Ops,Ultimate Threat Prestige Master,Royalty,Compelte all 9 Black Ops Royale Operator Orders,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,TRUE
Warzone,Dark Ops,Mastery,Warzone Dark Ops Master,Unlock the Warzone Dark Ops Master calling card.,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,TRUE,FALSE
Warzone,100 Percenter,Mode Completion,Warzone 100 Percenter,Unlock the Warzone 100 Percenter calling card.,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,TRUE,FALSE
