attachment_id,attachment_name,slot,stats_profile,compatible_weapon_classes,compatible_guns,unlock_weapon,unlock_level,unlock_method,damage_pct,fire_rate_pct,ads_ms_add,sprint_to_fire_ms_add,recoil_pct,bullet_velocity_pct,range_pct,mag_size_add,ads_pct,sprint_to_fire_pct,reload_pct,jump_ads_pct,jump_sprint_to_fire_pct,movement_pct,sprint_pct,crouch_movement_pct,ads_movement_pct,gun_kick_pct,horizontal_recoil_pct,vertical_recoil_pct,first_shot_recoil_pct,kick_reset_speed_pct,flinch_resistance_pct,aiming_idle_sway_pct,visual_recoil_pct,optic_zoom,optic_type,attachment_type,head_damage_pct,head_damage_close_pct,head_damage_mid_pct,head_damage_long_pct,head_damage_close_add,head_damage_mid_add,head_damage_long_add,head_damage_close,head_damage_mid,head_damage_long,head_multiplier,head_multiplier_pct,slide_to_fire_pct,dive_to_fire_pct,hipfire_spread_pct,jump_hipfire_spread_pct,slide_hipfire_spread_pct,dive_hipfire_spread_pct,mags_add,range_profile,raw_stat_text,source,source_date,verification_status,verification_notes
mp_ds20_mirage_18_9_westerlies_barrel,"18.9"" Westerlies Barrel",barrel,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Bullet velocity 720->972 +35%.,in-game screenshot,2026-07-10,verified,DS20-specific bullet velocity barrel.
mp_ds20_mirage_20_rupture_barrel,"20"" Rupture Barrel",barrel,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-35:27;35-61:23;61+:22,Range profile 0-35:27;35-61:23;61+:22.,in-game screenshot,2026-07-10,verified,Locked long barrel. Range extension only.
mp_ds20_mirage_ds20_mirage_dual_fire_kit,DS20 Mirage Dual Fire Kit,underbarrel,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,conversion_kit,0.0,,,,,,,,,,,,0.0,0.0,-30,-30,0.0,0.0,0.0,,Hipfire max spread 8.15->5.70 -30%; jump hipfire 12.15->8.51 -30%. Special dual-fire behaviour.,in-game screenshot,2026-07-10,unmodelled,Conversion-style behaviour. Exclude from normal optimiser for now.
mp_ds20_mirage_force_stabilizer_handstop,Force Stabilizer Handstop,underbarrel,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-20,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Gun kick 12.32->12.17 -1%; horizontal recoil 3.73->2.98 -20%.,in-game screenshot,2026-07-10,verified,Simple horizontal recoil control.
mp_ds20_mirage_ironhold_angled_grip,Ironhold Angled Grip,underbarrel,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Aiming idle sway 0.42->0.21 -50%; aiming idle sway delay 2200->3050 +39%.,in-game screenshot,2026-07-10,verified,Idle sway control for held angles.
mp_ds20_mirage_mirage_tandem_launcher,Mirage Tandem Launcher,underbarrel,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,underbarrel_launcher,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No visible numeric stat change. Fire mode display changes to AUTO/BURST.,in-game screenshot,2026-07-10,unmodelled,Launcher utility. Exclude from normal optimiser.
mp_ds20_mirage_respire_handstop,Respire Handstop,underbarrel,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Flinch resistance 0.18->0.11 -40%.,in-game screenshot,2026-07-10,verified,Flinch control. Game marks lower value as positive.
mp_ds20_mirage_sapper_guard_handstop,Sapper Guard Handstop,underbarrel,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,8,0.0,-1,-10,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Gun kick -1%; horizontal recoil -10%; movement 4.7->5.0 +7%; crouch movement 2.6->2.8 +8%; sprint movement 6.9->7.1 +3%.,in-game screenshot,2026-07-10,verified,Hybrid mobility and light recoil control.
mp_ds20_mirage_strider_handstop,Strider Handstop,underbarrel,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,8,10,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Movement 4.7->5.0 +7%; crouch movement 2.6->2.8 +8%; ADS movement 3.0->3.4 +10%.,in-game screenshot,2026-07-10,verified,Mobility handstop.
mp_ds20_mirage_vas_convergence_foregrip,VAS Convergence Foregrip,underbarrel,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9,85,-11,-35,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,First shot recoil 1.00x->0.65x -35%; gun kick 12.32->11.20 -9%; horizontal recoil 3.73->6.91 +85%; vertical recoil 56.46->50.35 -11%.,in-game screenshot,2026-07-10,verified,Good first-shot and vertical control but severe horizontal recoil penalty on DS20.
mp_ds20_mirage_andean_extended_mag,Andean Extended Mag,magazine,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Mag size 30->40 +10; reload 2733->3233 +18%.,in-game screenshot,2026-07-10,verified,40 round extended magazine.
mp_ds20_mirage_deltacruise_fast_mag,DeltaCruise Fast Mag,magazine,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5,-4,-5,-20,-4,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2,,Mags 3->5 +2; mag size 30->25 -5; reload 2733->2200 -20%; ADS 270->260 -4%; jump ADS 361->347 -4%; sprint to fire 220->210 -5%; jump sprint to fire 319->305 -4%.,in-game screenshot,2026-07-10,verified,Fast mag. Best speed magazine so far.
mp_ds20_mirage_griffon_reserve_extended_mag,Griffon Reserve Extended Mag,magazine,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,7,9,22,8,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Mag size 30->50 +20; reload 2733->3333 +22%; ADS 270->290 +7%; jump ADS 361->389 +8%; sprint to fire 220->240 +9%; jump sprint to fire 319->348 +9%.,in-game screenshot,2026-07-10,verified,50 round extended magazine with handling penalties.
mp_ds20_mirage_pinion_flip_mags,Pinion Flip Mags,magazine,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,Mags 3->4 +1; mag size 30; reload 2733->2567 -6%.,in-game screenshot,2026-07-10,verified,Extra magazine with faster reload. No mag size change.
mp_ds20_mirage_a1_c_control_grip,A1-C Control Grip,rear_grip,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7,0.0,-8,-60,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,First shot recoil scale 1.00x->0.40x -60%; gun kick 12.32->11.41 -7%; vertical recoil 56.46->51.94 -8%.,in-game screenshot,2026-07-10,verified,Accuracy rear grip. No horizontal recoil change shown.
mp_ds20_mirage_needletail_grip,Needletail Grip,rear_grip,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24,0.0,0.0,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ADS 270->205 -24%; jump ADS 361->270 -25%.,in-game screenshot,2026-07-10,verified,Quickdraw rear grip.
mp_ds20_mirage_picket_stability_grip,Picket Stability Grip,rear_grip,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-8,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Gun kick 12.32->12.26 -1%; horizontal recoil 3.73->3.43 -8%.,in-game screenshot,2026-07-10,verified,Stabilization grip.
mp_ds20_mirage_ulysses_grip,Ulysses Grip,rear_grip,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41,0.0,0.0,-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Sprint to fire 220->130 -41%; jump sprint to fire 319->189 -41%.,in-game screenshot,2026-07-10,verified,Sprint-to-fire grip.
mp_ds20_mirage_viceroy_grip,Viceroy Grip,rear_grip,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13,0.0,0.0,-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,-20,-20,0.0,0.0,0.0,0.0,0.0,,ADS 270->235 -13%; jump ADS 361->312 -14%; slide to fire 440->352 -20%; dive to fire 520->416 -20%.,in-game screenshot,2026-07-10,verified,Mobile quickdraw grip.
mp_ds20_mirage_assault_division_stock,Assault Division Stock,stock,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Movement speed 4.7->5.6 +20%; crouch movement 2.6->3.4 +31%; sprint movement 6.9->7.1 +2%.,in-game screenshot,2026-07-10,verified,Mobility stock.
mp_ds20_mirage_redwell_carrion_stock,Redwell Carrion Stock,stock,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ADS movement speed 3.0->3.7 +21%.,in-game screenshot,2026-07-10,verified,ADS movement stock.
mp_ds20_mirage_stratagem_tight_stock,Stratagem Tight Stock,stock,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,-15,-15,-15,-15,0.0,,Hipfire max spread 8.15->6.93 -15%; jump hipfire 12.15->10.33 -15%; slide hipfire 15.15->12.88 -15%; dive hipfire 15.15->12.88 -15%.,in-game screenshot,2026-07-10,verified,Hipfire spread stock.
mp_ds20_mirage_trunk_mix_stock,Trunk Mix Stock,stock,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,-65,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Flinch resistance 0.18->0.06 -65%; ADS movement speed 3.0->3.4 +10%.,in-game screenshot,2026-07-10,verified,Flinch + ADS movement stock. Lower flinch value is treated as positive.
mp_ds20_mirage_weighted_stock,Weighted Stock,stock,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,17,0.0,0.0,0.0,0.0,-16,-15,-15,-15,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Gun kick 12.32->10.48 -15%; horizontal recoil 3.73->3.17 -15%; vertical recoil 56.46->47.99 -15%; ADS movement 3.0->2.6 -16%; ADS 270->315 +17%; jump ADS 361->424 +17%.,in-game screenshot,2026-07-10,verified,Control stock with handling and ADS movement penalties.
mp_ds20_mirage_1mw_instinct_laser_array,1mW Instinct Laser Array,laser,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6,-9,0.0,-6,-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ADS 270->255 -6%; jump ADS 361->340 -6%; sprint to fire 220->200 -9%; jump sprint to fire 319->290 -9%.,in-game screenshot,2026-07-10,verified,Handling laser.
mp_ds20_mirage_2mw_adaptive_tactical_laser,2mw Adaptive Tactical Laser,laser,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No visible numeric stat change.,in-game screenshot,2026-07-10,utility_only,Tactical laser utility only. Exclude from optimiser until non-numeric utility is modelled.
mp_ds20_mirage_3mw_motion_strike_laser,3mW Motion Strike Laser,laser,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-30:27;30-52:23;52+:22,Bullet velocity 720->864 +20%; range profile 0-30:27;30-52:23;52+:22.,in-game screenshot,2026-07-10,verified,Stable range laser. Numeric effect matches screenshot even though slot is Laser.
mp_ds20_mirage_5mw_lockstep_laser,5mW Lockstep Laser,laser,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No visible numeric stat change.,in-game screenshot,2026-07-10,utility_only,Strelok laser utility only. Exclude from optimiser until non-numeric utility is modelled.
mp_ds20_mirage_convergence_box_laser,Convergence Box Laser,laser,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,-15,-35,-15,-15,0.0,,Hipfire max spread 8.15->6.93 -15%; jump hipfire 12.15->7.90 -35%; slide hipfire 15.15->12.88 -15%; dive hipfire 15.15->12.88 -15%.,in-game screenshot,2026-07-10,verified,Steady aim laser.
mp_ds20_mirage_5_56_nato_fmj,5.56 NATO FMJ,fire_mod,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No visible numeric stat change.,in-game screenshot,2026-07-10,utility_only,FMJ utility only. Exclude from optimiser until wallbang / penetration utility is modelled.
mp_ds20_mirage_5_56_nato_overpressured,5.56 NATO Overpressured,fire_mod,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Bullet velocity 720->864 +20%.,in-game screenshot,2026-07-10,verified,High-velocity ammo.
mp_ds20_mirage_bolt_carrier_group,Bolt Carrier Group,fire_mod,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,12,0.0,0.0,0.0,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,25,20,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-23:27;23-40:23;40+:22,Fire rate 625->698 +12%; bullet velocity 720->648 -10%; gun kick 12.32->14.83 +20%; horizontal recoil 3.73->4.66 +25%; vertical recoil 56.46->67.75 +20%; range profile 0-23:27;23-40:23;40+:22.,in-game screenshot,2026-07-10,verified,Rapid-fire fire mod with recoil and range penalties.
mp_ds20_mirage_recoil_sync_unit,Recoil Sync Unit,fire_mod,multiplayer,assault_rifle,ds20_mirage,ds20_mirage,,weapon level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10,-10,-10,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Gun kick 12.32->11.09 -10%; horizontal recoil 3.73->3.36 -10%; vertical recoil 56.46->50.82 -10%.,in-game screenshot,2026-07-10,verified,Recoil spring fire mod.
